,pmid,old_category,new_category
632,21527030,conventional-fluorescence-microscopy,{'/conventional-fluorescence-microscopy-category'}
633,22743763,conventional-fluorescence-microscopy,{'/conventional-fluorescence-microscopy-category'}
634,23918247,conventional-fluorescence-microscopy,{'/conventional-fluorescence-microscopy-category'}
635,25792554,conventional-fluorescence-microscopy,"{'/laser-scanning-microscopy-category', '/conventional-fluorescence-microscopy-category'}"
636,24564609,conventional-fluorescence-microscopy,{'/conventional-fluorescence-microscopy-category'}
637,24624335,conventional-fluorescence-microscopy,{'/conventional-fluorescence-microscopy-category'}
638,22772947,conventional-fluorescence-microscopy,"{'/phase-contrast-microscopy-category', '/conventional-fluorescence-microscopy-category'}"
639,26817459,conventional-fluorescence-microscopy,"{'/bright-field-microscopy-category', '/laser-scanning-microscopy-category', '/conventional-fluorescence-microscopy-category'}"
640,27742664,conventional-fluorescence-microscopy,"{'/biomedical-magnetic-resonance-imaging-category', '/computerized-tomography-scan-imaging-category', '/laser-scanning-microscopy-category'}"
641,22470060,conventional-fluorescence-microscopy,"{'/laser-scanning-microscopy-category', '/conventional-fluorescence-microscopy-category'}"
642,29282212,conventional-fluorescence-microscopy,"{'/phase-contrast-microscopy-category', '/bright-field-microscopy-category', '/conventional-fluorescence-microscopy-category', '/patch-clamp-category'}"
643,28783155,conventional-fluorescence-microscopy,{'/conventional-fluorescence-microscopy-category'}
644,25569359,conventional-fluorescence-microscopy,{'/conventional-fluorescence-microscopy-category'}
645,29029024,conventional-fluorescence-microscopy,"{'/bright-field-microscopy-category', '/conventional-fluorescence-microscopy-category'}"
646,20133616,conventional-fluorescence-microscopy,"{'/laser-scanning-microscopy-category', '/conventional-fluorescence-microscopy-category'}"
647,17076895,conventional-fluorescence-microscopy,"{'/bright-field-microscopy-category', '/laser-scanning-microscopy-category', '/conventional-fluorescence-microscopy-category'}"
648,28139674,correlative-microscopy,{'/correlative-microscopy-category'}
649,22696407,cryo-em,{'/cryo-em-category'}
650,14646141,cryo-em,{'/cryo-em-category'}
651,26043061,cryo-em,{'/cryo-em-category'}
652,23977123,cryo-em,{'/cryo-em-category'}
653,27016284,cryo-em,{'/cryo-em-category'}
654,21296162,cryo-em,{'/cryo-em-category'}
655,15065677,cryo-em,{'/cryo-em-category'}
656,19564685,cryo-em,{'/cryo-em-category'}
657,19250460,cryo-em,{'/cryo-em-category'}
658,26280328,cryo-em,{'/cryo-em-category'}
659,15264254,cryo-em,"{'/protein-structure-analysis-category', '/drug-discovery-category', '/protein-sequence-analysis-category', '/cryo-em-category', '/protein-interaction-analysis-category'}"
660,23261401,cryo-em,{'/cryo-em-category'}
661,28786986,cryo-em,{'/cryo-em-category'}
662,26592709,cryo-em,{'/cryo-em-category'}
663,10406132,cryo-em,{'/cryo-em-category'}
664,26023829,cryo-em,{'/cryo-em-category'}
665,20558298,cryo-em,{'/cryo-em-category'}
666,26025554,cryo-em,{'/cryo-em-category'}
667,18045333,cryo-em,"{'/cryo-em-tomography-category', '/cryo-em-category'}"
668,28250466,cryo-em,{'/cryo-em-category'}
669,27939290,cryo-em,{'/cryo-em-category'}
670,28580908,cryo-em,{'/cryo-em-category'}
671,19374019,cryo-em,{'/cryo-em-category'}
672,16870473,cryo-em,{'/cryo-em-category'}
673,23813014,cryo-em,{'/cryo-em-category'}
674,10998631,cryo-em,{'/cryo-em-category'}
675,23028540,cryo-em,"{None, '/cryo-em-category'}"
676,15556702,cryo-em,{'/cryo-em-category'}
677,22842112,cryo-em,{'/cryo-em-category'}
678,23333657,cryo-em,{'/cryo-em-category'}
679,27572727,cryo-em,{'/cryo-em-category'}
680,27572728,cryo-em,{'/cryo-em-category'}
681,24772079,cryo-em,{'/cryo-em-category'}
682,12096895,cryo-em,{'/cryo-em-category'}
683,23000701,cryo-em,"{'/cryo-em-category', '/protein-structure-analysis-category'}"
684,28165473,cryo-em,{'/cryo-em-category'}
685,10600563,cryo-em,{'/cryo-em-category'}
686,11121305,cryo-em,{'/cryo-em-category'}
687,21118201,cryo-em,"{'/connectivity-analysis-category', None, '/cryo-em-category'}"
688,29513216,cryo-em,{'/cryo-em-category'}
689,28628127,cryo-em,"{'/protein-structure-analysis-category', '/cryo-em-category'}"
690,12781660,cryo-em,{'/cryo-em-category'}
691,9385560,cryo-em,{'/cryo-em-category'}
692,28961740,cryo-em,{'/cryo-em-category'}
693,28038834,cryo-em,{'/cryo-em-category'}
694,27424268,cryo-em,{'/cryo-em-category'}
695,27713081,cryo-em,"{'/super-resolution-imaging-category', '/conventional-fluorescence-microscopy-category', '/phase-contrast-microscopy-category', '/bright-field-microscopy-category', '/laser-scanning-microscopy-category'}"
696,26370395,cryo-em,{'/cryo-em-category'}
697,26931650,cryo-em,{'/cryo-em-category'}
698,16762565,cryo-em,{'/cryo-em-category'}
699,10089341,cryo-em,{'/cryo-em-category'}
700,18614378,cryo-em,{'/cryo-em-category'}
701,22100448,cryo-em,{'/cryo-em-category'}
702,16828314,cryo-em,{'/cryo-em-category'}
703,16182563,cryo-em,"{'/cryo-em-tomography-category', '/cryo-em-category'}"
704,23644547,cryo-em,{'/cryo-em-category'}
705,27318041,cryo-em,{'/cryo-em-category'}
706,25615866,cryo-em,{'/cryo-em-category'}
707,7571117,cryo-em,{'/cryo-em-category'}
708,25955969,cryo-em,{'/cryo-em-category'}
709,15890530,cryo-em,{'/cryo-em-category'}
710,27108186,cryo-em,"{'/cryo-em-category', '/protein-structure-analysis-category'}"
711,26278980,cryo-em,{'/cryo-em-category'}
712,9774537,cryo-em,{'/cryo-em-category'}
713,8742738,cryo-em,{'/cryo-em-category'}
714,23872434,cryo-em,{'/cryo-em-category'}
715,16859925,cryo-em,{'/cryo-em-category'}
716,16931051,cryo-em,{'/cryo-em-category'}
717,12051899,cryo-em,{'/cryo-em-category'}
718,8742718,cryo-em,"{'/cryo-em-category', '/microscopic-phenotype-analysis-category'}"
719,8742731,cryo-em,{'/cryo-em-category'}
720,29069299,cryo-em-tomography,{'/cryo-em-tomography-category'}
721,16616422,cryo-em-tomography,{'/cryo-em-tomography-category'}
722,20802209,cryo-em-tomography,"{'/cryo-em-tomography-category', '/x-ray-microtomography-category'}"
723,27079261,cryo-em-tomography,{'/cryo-em-tomography-category'}
724,10425746,cryo-em-tomography,{'/cryo-em-tomography-category'}
725,20025975,cryo-em-tomography,{'/cryo-em-tomography-category'}
726,29410148,cryo-em-tomography,{'/cryo-em-tomography-category'}
727,19180078,cryo-em-tomography,"{'/cryo-em-tomography-category', '/cryo-em-category'}"
728,29032142,cryo-em-tomography,{'/cryo-em-tomography-category'}
729,15721576,cryo-em-tomography,{'/cryo-em-tomography-category'}
730,22290410,cryo-em-tomography,"{'/nuclear-medicine-imaging-category', '/cryo-em-tomography-category', '/optical-tomography-category'}"
731,27288866,cryo-em-tomography,{'/cryo-em-tomography-category'}
732,15193638,cryo-em-tomography,{'/cryo-em-tomography-category'}
733,20621702,cryo-em-tomography,{'/cryo-em-tomography-category'}
734,28781999,cryo-em-tomography,{'/cryo-em-tomography-category'}
735,19523199,cryo-em-tomography,{'/cryo-em-tomography-category'}
736,26743046,cryo-em-tomography,{'/cryo-em-tomography-category'}
737,22245546,cryo-em-tomography,{'/cryo-em-tomography-category'}
738,17683598,cryo-em-tomography,{'/cryo-em-tomography-category'}
739,22193517,cryo-em-tomography,{'/cryo-em-tomography-category'}
740,24625523,cryo-em-tomography,{'/cryo-em-tomography-category'}
741,21172911,cryo-em-tomography,{'/cryo-em-tomography-category'}
742,8742743,cryo-em-tomography,"{'/cryo-em-tomography-category', '/cryo-em-category'}"
743,25528570,cryo-em-tomography,{'/cryo-em-tomography-category'}
744,25934806,cryo-em-tomography,{'/cryo-em-tomography-category'}
745,28056033,cryo-em-tomography,{'/cryo-em-tomography-category'}
746,24007178,cryo-em-tomography,"{'/nuclear-medicine-imaging-category', '/cryo-em-tomography-category', '/optical-tomography-category'}"
747,26072512,de-novo-genome-sequencing,"{'/optical-mapping-category', '/de-novo-genome-sequencing-category'}"
748,23710727,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
749,25887972,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
750,27153669,de-novo-genome-sequencing,"{'/de-novo-genome-sequencing-category', '/metagenomics-category'}"
751,27605262,de-novo-genome-sequencing,"{'/de-novo-genome-sequencing-category', '/rna-seq-category', '/metagenomics-category'}"
752,21589938,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
753,19834150,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
754,27899658,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
755,16845076,de-novo-genome-sequencing,"{'/de-novo-genome-sequencing-category', '/gene-expression-analysis-category', '/metagenomics-category'}"
756,29618319,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
757,22555592,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
758,26261222,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
759,20383326,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
760,18676820,de-novo-genome-sequencing,"{'/de-novo-genome-sequencing-category', '/metagenomics-category'}"
761,21559467,de-novo-genome-sequencing,"{'/gbs-category', '/de-novo-genome-sequencing-category', '/amplicon-sequencing-category', '/rad-seq-category'}"
762,23369391,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
763,29733393,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
764,25860434,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
765,29194476,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
766,16526950,de-novo-genome-sequencing,"{'/de-novo-genome-sequencing-category', '/gene-expression-analysis-category', '/metagenomics-category'}"
767,22731987,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
768,15994191,de-novo-genome-sequencing,"{'/de-novo-genome-sequencing-category', '/gene-expression-analysis-category', '/metagenomics-category'}"
769,21926179,de-novo-genome-sequencing,{'/whole-genome-resequencing-category'}
770,26099265,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
771,16741162,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
772,22238442,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
773,23995391,de-novo-genome-sequencing,"{'/sanger-sequencing-category', '/gene-expression-analysis-category', '/de-novo-genome-sequencing-category'}"
774,25658651,de-novo-genome-sequencing,"{'/de-novo-genome-sequencing-category', '/metagenomics-category'}"
775,15383210,de-novo-genome-sequencing,"{'/gbs-category', '/de-novo-genome-sequencing-category', '/amplicon-sequencing-category', '/rad-seq-category'}"
776,26209068,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
777,15980536,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
778,23556006,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
779,23422339,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
780,25327137,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
781,25583564,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
782,20693479,de-novo-genome-sequencing,"{'/metatranscriptomics-category', '/small-rna-seq-category', '/rna-seq-category', '/de-novo-genome-sequencing-category'}"
783,18550804,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
784,20019144,de-novo-genome-sequencing,"{'/gbs-category', '/de-novo-genome-sequencing-category', '/amplicon-sequencing-category', '/rad-seq-category'}"
785,17324286,de-novo-genome-sequencing,"{'/gbs-category', '/de-novo-genome-sequencing-category', '/amplicon-sequencing-category', '/rad-seq-category'}"
786,19965881,de-novo-genome-sequencing,"{'/gene-expression-analysis-category', '/de-novo-genome-sequencing-category'}"
787,24561555,de-novo-genome-sequencing,"{'/de-novo-genome-sequencing-category', '/metagenomics-category'}"
788,22445902,de-novo-genome-sequencing,"{'/gene-expression-analysis-category', '/de-novo-genome-sequencing-category'}"
789,28185544,de-novo-genome-sequencing,"{'/de-novo-genome-sequencing-category', '/metagenomics-category'}"
790,22333067,de-novo-genome-sequencing,"{'/metatranscriptomics-category', '/de-novo-genome-sequencing-category', '/metagenomics-category', '/rep-seq-category'}"
791,24304318,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
792,28774965,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
793,29415772,de-novo-genome-sequencing,"{'/de-novo-genome-sequencing-category', '/metagenomics-category'}"
794,21903629,de-novo-genome-sequencing,"{'/metatranscriptomics-category', '/de-novo-genome-sequencing-category', '/metagenomics-category'}"
795,20388197,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
796,28100585,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
797,29220452,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
798,26614127,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
799,21576217,de-novo-genome-sequencing,"{'/de-novo-genome-sequencing-category', '/metagenomics-category'}"
800,23603334,de-novo-genome-sequencing,"{'/metatranscriptomics-category', '/de-novo-genome-sequencing-category', '/metagenomics-category'}"
801,18190707,de-novo-genome-sequencing,"{'/protein-sequence-analysis-category', '/gene-expression-analysis-category', '/de-novo-genome-sequencing-category', '/genome-annotation2-category'}"
802,21364786,de-novo-genome-sequencing,"{'/protein-structure-analysis-category', '/metagenomics-category', '/protein-sequence-analysis-category', '/gene-expression-analysis-category', '/synthetic-biology-category', '/de-novo-genome-sequencing-category'}"
803,27330550,de-novo-genome-sequencing,"{'/whole-genome-resequencing-category', '/whole-exome-sequencing-category', '/de-novo-genome-sequencing-category'}"
804,27308864,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
805,23360652,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
806,28459877,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
807,25977477,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
808,27169502,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
809,16145081,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
810,8837029,de-novo-genome-sequencing,"{'/gbs-category', '/de-novo-genome-sequencing-category', '/amplicon-sequencing-category', '/rad-seq-category'}"
811,23563421,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
812,24142950,de-novo-genome-sequencing,"{'/metatranscriptomics-category', '/de-novo-genome-sequencing-category', '/metagenomics-category', '/rep-seq-category'}"
813,24950923,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
814,23782612,de-novo-genome-sequencing,"{'/de-novo-genome-sequencing-category', '/metagenomics-category'}"
815,27306641,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
816,28218898,de-novo-genome-sequencing,"{'/dna-modifications-analysis-category', '/bs-seq-category', '/single-cell-dna-seq-category', '/whole-exome-sequencing-category', '/amplicon-sequencing-category', '/rad-seq-category', '/gbs-category', '/whole-genome-resequencing-category', '/de-novo-genome-sequencing-category'}"
817,19528083,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
818,17349036,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
819,17463020,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
820,27924003,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
821,27458204,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
822,26714481,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
823,20513662,de-novo-genome-sequencing,"{'/gbs-category', '/de-novo-genome-sequencing-category', '/amplicon-sequencing-category', '/rad-seq-category'}"
824,23587118,de-novo-genome-sequencing,"{'/gbs-category', '/de-novo-genome-sequencing-category', '/amplicon-sequencing-category', '/rad-seq-category'}"
825,23044551,de-novo-genome-sequencing,"{'/metatranscriptomics-category', '/de-novo-genome-sequencing-category', '/metagenomics-category'}"
826,27797770,de-novo-genome-sequencing,"{'/chip-seq-category', '/single-cell-rna-seq-category', '/bs-seq-category', '/whole-exome-sequencing-category', '/rna-seq-category', '/metagenomics-category', '/small-rna-seq-category', '/cage-category', '/3c-4c-5c-hi-c-chia-pet-category', '/gbs-category', '/metatranscriptomics-category', '/whole-genome-resequencing-category', '/dnase-seq-category', '/rip-seq-clip-seq-category', '/ribo-seq-category', '/de-novo-genome-sequencing-category'}"
827,28186221,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
828,20015948,de-novo-genome-sequencing,"{'/de-novo-genome-sequencing-category', '/genome-annotation2-category'}"
829,18227114,de-novo-genome-sequencing,"{'/chip-seq-category', '/bs-seq-category', '/amplicon-sequencing-category', '/whole-exome-sequencing-category', '/metagenomics-category', '/rad-seq-category', '/rna-seq-category', '/cage-category', '/gbs-category', '/metatranscriptomics-category', '/small-rna-seq-category', '/whole-genome-resequencing-category', '/dnase-seq-category', '/rip-seq-clip-seq-category', '/ribo-seq-category', '/de-novo-genome-sequencing-category'}"
830,22199379,de-novo-genome-sequencing,"{'/gbs-category', '/amplicon-sequencing-category', '/rad-seq-category', '/de-novo-genome-sequencing-category'}"
831,25264906,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
832,18689818,de-novo-genome-sequencing,"{'/de-novo-genome-sequencing-category', '/metagenomics-category'}"
833,24931998,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
834,18428695,de-novo-genome-sequencing,"{'/sanger-sequencing-category', '/gene-expression-analysis-category', '/de-novo-genome-sequencing-category'}"
835,26403281,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
836,29048540,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
837,16549006,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
838,27307622,de-novo-genome-sequencing,"{'/de-novo-genome-sequencing-category', '/metagenomics-category'}"
839,23815503,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
840,23825370,de-novo-genome-sequencing,"{'/de-novo-genome-sequencing-category', '/population-genomics-category', '/metagenomics-category'}"
841,21994228,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
842,22025481,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
843,25880203,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
844,28369201,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
845,21929371,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
846,26072514,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
847,10547834,de-novo-genome-sequencing,"{'/gbs-category', '/de-novo-genome-sequencing-category', '/amplicon-sequencing-category', '/rad-seq-category'}"
848,24152167,de-novo-genome-sequencing,"{'/ms-based-untargeted-proteomics-category', '/de-novo-genome-sequencing-category', '/metagenomics-category'}"
849,27171416,de-novo-genome-sequencing,{'/de-novo-genome-sequencing-category'}
850,21708498,diffusion-magnetic-resonance-imaging-analysis,{'/diffusion-magnetic-resonance-imaging-analysis-category'}
851,21785131,diffusion-magnetic-resonance-imaging-analysis,{'/diffusion-magnetic-resonance-imaging-analysis-category'}
852,19850371,diffusion-magnetic-resonance-imaging-analysis,{'/diffusion-magnetic-resonance-imaging-analysis-category'}
853,26667008,diffusion-magnetic-resonance-imaging-analysis,{'/diffusion-magnetic-resonance-imaging-analysis-category'}
854,27394165,diffusion-magnetic-resonance-imaging-analysis,{'/diffusion-magnetic-resonance-imaging-analysis-category'}
855,23990415,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
856,27358049,dna-methylation-microarray,"{'/dna-modifications-analysis-category', '/bs-seq-category', '/dna-methylation-microarray-category'}"
857,27153581,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
858,28472248,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
859,25285208,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
860,22936948,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
861,28095799,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
862,27018579,dna-methylation-microarray,"{'/dna-modifications-analysis-category', '/bs-seq-category', '/dna-methylation-microarray-category'}"
863,22703947,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
864,22430798,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
865,26740525,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
866,23598999,dna-methylation-microarray,"{'/bs-seq-category', '/dna-methylation-microarray-category'}"
867,19897095,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
868,23175756,dna-methylation-microarray,"{'/chip-seq-category', '/bs-seq-category', '/dna-methylation-microarray-category', '/oxbs-tab-fcab-cab-seq-category', '/gene-expression-microarray-category'}"
869,26628921,dna-methylation-microarray,"{'/dna-modifications-analysis-category', '/bs-seq-category', '/dna-methylation-microarray-category', '/protein-sequence-analysis-category', '/gene-expression-analysis-category', '/gene-expression-microarray-category'}"
870,27040832,dna-methylation-microarray,"{'/dna-methylation-microarray-category', '/gene-expression-microarray-category'}"
871,24040221,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
872,25147358,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
873,26553913,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
874,24464286,dna-methylation-microarray,"{'/dna-modifications-analysis-category', '/bs-seq-category', '/dna-methylation-microarray-category'}"
875,26040460,dna-methylation-microarray,"{'/dna-methylation-microarray-category', '/gene-expression-microarray-category'}"
876,25245051,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
877,19169424,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
878,19759841,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
879,26424855,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
880,29469594,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
881,26559505,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
882,26112293,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
883,27153596,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
884,29237399,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
885,22451269,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
886,24330312,dna-methylation-microarray,{'/dna-methylation-microarray-category'}
887,24451622,dna-methylation-microarray,"{'/dna-modifications-analysis-category', '/bs-seq-category', '/dna-methylation-microarray-category'}"
888,24324667,dna-modification-data,{'/bs-seq-category'}
889,20972220,dna-modification-data,{'/de-novo-genome-sequencing-category'}
890,29719267,dna-modification-data,"{'/chip-seq-category', '/single-cell-rna-seq-category', '/bs-seq-category', '/whole-exome-sequencing-category', '/rna-seq-category', '/metagenomics-category', '/cage-category', '/small-rna-seq-category', '/3c-4c-5c-hi-c-chia-pet-category', '/gbs-category', '/metatranscriptomics-category', '/dna-protein-interactions-analysis-category', '/whole-genome-resequencing-category', '/dnase-seq-category', '/rip-seq-clip-seq-category', '/ribo-seq-category', '/de-novo-genome-sequencing-category', '/mnase-seq-category'}"
891,19906712,dna-modification-data,"{'/chip-seq-category', '/single-cell-rna-seq-category', '/bs-seq-category', '/whole-exome-sequencing-category', '/rna-seq-category', '/metagenomics-category', '/rad-seq-category', '/cage-category', '/small-rna-seq-category', '/metatranscriptomics-category', '/whole-genome-resequencing-category', '/dnase-seq-category', '/rip-seq-clip-seq-category', '/ribo-seq-category', '/de-novo-genome-sequencing-category'}"
892,23193258,dna-modification-data,{'/gene-expression-analysis-category'}
893,21324173,dna-modifications-analysis,"{'/chip-seq-category', '/dna-protein-interactions-analysis-category'}"
894,25994056,dna-modifications-analysis,{'/dna-modifications-analysis-category'}
895,22568884,dna-modifications-analysis,"{'/dna-modifications-analysis-category', '/dna-methylation-microarray-category'}"
896,25240437,dna-modifications-analysis,"{'/chip-seq-category', '/dna-modifications-analysis-category', '/dna-protein-interactions-analysis-category'}"
897,28335812,dna-modifications-analysis,{'/dna-modifications-analysis-category'}
898,25596338,dna-modifications-analysis,{'/dna-modifications-analysis-category'}
899,27084938,dna-modifications-analysis,{'/dna-modifications-analysis-category'}
900,18487274,dna-modifications-analysis,{'/bs-seq-category'}
901,25631659,dna-modifications-analysis,{'/dna-modifications-analysis-category'}
902,28334349,dna-modifications-analysis,{'/dna-modifications-analysis-category'}
903,27851969,dna-modifications-analysis,"{'/dna-modifications-analysis-category', '/bs-seq-category'}"
904,23318056,dna-modifications-analysis,"{'/chip-seq-category', '/dna-modifications-analysis-category', '/dna-protein-interactions-analysis-category'}"
905,28605501,dna-modifications-analysis,{'/dna-modifications-analysis-category'}
906,29329372,dna-modifications-analysis,{'/dna-modifications-analysis-category'}
907,25609794,dna-modifications-analysis,{'/dna-modifications-analysis-category'}
908,27012178,dna-sequence-databases,{'/metagenomics-category'}
909,23180792,dna-sequence-databases,{'/genome-annotation2-category'}
910,24101916,dna-sequence-databases,{'/metagenomics-category'}
911,23193283,dna-sequence-databases,{'/genome-annotation2-category'}
912,27899658,dna-sequence-databases,{'/de-novo-genome-sequencing-category'}
913,26400163,dna-sequence-databases,"{'/chip-seq-category', '/dnase-seq-category', '/genome-annotation2-category'}"
914,20148029,dna-sequence-databases,"{'/whole-exome-sequencing-category', '/amplicon-sequencing-category', '/rad-seq-category', '/gbs-category', '/whole-genome-resequencing-category'}"
915,27548312,dna-sequence-databases,{'/gwas-category'}
916,25855807,dna-sequence-databases,{'/information-retrieval-category'}
917,24626854,dna-sequence-databases,"{'/chip-seq-category', '/bs-seq-category', '/amplicon-sequencing-category', '/whole-exome-sequencing-category', '/metagenomics-category', '/rad-seq-category', '/rna-seq-category', '/cage-category', '/gbs-category', '/metatranscriptomics-category', '/small-rna-seq-category', '/whole-genome-resequencing-category', '/dnase-seq-category', '/rip-seq-clip-seq-category', '/ribo-seq-category', '/de-novo-genome-sequencing-category'}"
918,29220452,dna-sequence-databases,{'/de-novo-genome-sequencing-category'}
919,26578556,dna-sequence-databases,{'/gene-expression-analysis-category'}
920,22080510,dna-sequence-databases,{'/metabolic-engineering-category'}
921,23955518,dna-sequence-databases,{'/genome-annotation2-category'}
922,24259429,dna-sequence-databases,"{'/metagenomics-category', '/rad-seq-category', '/metatranscriptomics-category', '/gene-expression-analysis-category', '/whole-genome-resequencing-category', '/de-novo-genome-sequencing-category', '/genome-annotation2-category'}"
923,17933767,dna-sequence-databases,{'/synthetic-biology-category'}
924,15215408,dna-structure-analysis,{'/dna-structure-analysis-category'}
925,12930962,dna-structure-analysis,{'/dna-structure-analysis-category'}
926,25838463,dna-structure-analysis,{'/dna-structure-analysis-category'}
927,19417072,dna-structure-analysis,{'/dna-structure-analysis-category'}
928,25883153,dna-structure-analysis,{'/dna-structure-analysis-category'}
929,18477633,dna-structure-analysis,{'/dna-structure-analysis-category'}
930,27150812,dna-structure-analysis,{'/dna-structure-analysis-category'}
931,19625494,dna-structure-analysis,{'/dna-structure-analysis-category'}
932,28438115,dna-structure-analysis,{'/dna-structure-analysis-category'}
933,18477633,dna-structure-databases,{'/dna-structure-analysis-category'}
934,19029915,dnase-seq,"{'/chip-seq-category', '/dna-methylation-microarray-category', '/genome-annotation2-category', '/dnase-seq-category', '/gene-expression-microarray-category'}"
935,22973536,dnase-seq,"{'/chip-seq-category', '/merip-seq-category', '/cage-category', '/dnase-seq-category', '/genome-annotation2-category'}"
936,27288492,dnase-seq,"{'/chip-seq-category', '/dnase-seq-category'}"
937,22836136,dnase-seq,"{'/chip-seq-category', '/merip-seq-category', '/cage-category', '/dnase-seq-category', '/genome-annotation2-category'}"
938,22610855,dnase-seq,"{'/chip-seq-category', '/merip-seq-category', '/cage-category', '/dnase-seq-category', '/genome-annotation2-category'}"
939,23873955,dnase-seq,"{'/chip-seq-category', '/dnase-seq-category', '/merip-seq-category', '/cage-category'}"
940,19160518,dnase-seq,"{'/chip-seq-category', '/dnase-seq-category', '/merip-seq-category', '/cage-category'}"
